 -82 [da:11:1c:d7:12:dc]
RSSI: -89 [da:0e:ff:bc:13:ee]
RSSI: -87 [da:0b:f6:a8:13:1a]
RSSI: -72 [da:11:9b:5e:11:9c]
RSSI: -87 [da:0e:ff:ca:14:1e]
RSSI: -84 [da:0b:f6:b5:13:3a]
RSSI: -71 [da:11:9b:6e:11:cc]
RSSI: -87 [da:0b:f6:b5:13:3a]
RSSI: -73 [da:11:9b:6e:11:cc]
RSSI: -78 [da:11:9b:7e:11:fc]
RSSI: -72 [da:11:9b:7e:11:fc]
RSSI: -85 [da:0b:f6:c2:13:5a]
RSSI: -72 [da:11:9b:7e:11:fc]
RSSI: -87 [da:0b:f6:d0:13:8a]
RSSI: -79 [da:11:9b:8a:12:1c]
RSSI: -87 [da:0b:f6:de:13:aa]
RSSI: -88 [da:0b:f6:de:13:aa]
RSSI: -75 [da:11:9b:a9:12:8c]
RSSI: -88 [da:0f:00:0e:14:de]
RSSI: -90 [da:0b:f6:ea:13:ca]
RSSI: -75 [da:11:9b:a9:12:8c]
RSSI: -89 [da:0f:00:1c:14:fe]
RSSI: -77 [da:11:9b:b6:12:ac]
RSSI: -89 [da:0b:f7:06:14:1a]
RSSI: -86 [da:11:9b:c5:12:dc]
RSSI: -79 [da:11:9b:c5:12:dc]
RSSI: -89 [da:0b:f7:12:14:3a]
RSSI: -83 [da:11:9b:e2:13:3c]
RSSI: -91 [da:0a:13:37:09:eb]
RSSI: -84 [da:11:9b:e2:13:3c]
RSSI: -87 [da:0b:f7:2e:14:8a]
RSSI: -84 [da:0b:f7:3a:14:ba]
RSSI: -89 [da:11:9b:f1:13:6c]
RSSI: -84 [da:0b:f7:3a:14:ba]
RSSI: -86 [da:11:9b:f1:13:6c]
RSSI: -84 [da:0b:f7:48:14:da]
RSSI: -86 [da:0f:00:60:15:be]
RSSI: -88 [da:11:9c:01:13:9c]
RSSI: -84 [da:0b:f7:48:14:da]
RSSI: -89 [da:0f:00:6e:15:ee]
RSSI: -86 [da:11:9c:0d:13:bc]
RSSI: -88 [da:11:9c:1d:13:ec]
RSSI: -85 [da:0b:f7:62:15:2a]
RSSI: -90 [da:0b:f7:70:15:4a]
RSSI: -85 [da:0b:f7:7e:15:6a]
RSSI: -84 [da:11:9c:39:14:4c]
RSSI: -95 [da:11:9c:39:14:4c]
RSSI: -93 [da:0f:00:c0:00:7e]
RSSI: -91 [da:0f:00:cd:00:9e]
RSSI: -92 [da:0b:f7:c1:16:2a]
RSSI: -94 [da:0f:00:db:00:ce]
RSSI: -91 [da:0b:f7:c1:16:2a]
RSSI: -85 [da:11:9c:84:15:3c]
RSSI: -89 [da:11:9c:91:15:6c]
RSSI: -87 [da:0b:f7:db:00:4a]
RSSI: -91 [da:0f:00:f6:01:0e]
RSSI: -87 [da:0b:f7:e9:00:7a]
RSSI: -85 [da:0b:f7:e9:00:7a]
RSSI: -83 [da:0b:f7:f6:00:9a]
RSSI: -84 [da:11:9c:b0:15:cc]
RSSI: -88 [da:0b:f7:f6:00:9a]
RSSI: -88 [da:11:9c:b0:15:cc]
RSSI: -83 [da:0b:f8:03:00:ba]
RSSI: -86 [da:11:9c:bc:15:ec]
RSSI: -87 [da:0b:f8:11:00:ea]
RSSI: -87 [da:11:9c:cc:16:1c]
RSSI: -84 [da:0b:f8:1f:01:0a]
RSSI: -88 [da:11:9c:dc:16:5c]
RSSI: -86 [da:0b:f8:2b:01:3a]
RSSI: -91 [da:0b:f8:39:01:5a]
RSSI: -89 [da:0b:f8:47:01:7a]
RSSI: -88 [da:11:9d:07:00:6c]
RSSI: -88 [da:0b:f8:53:01:aa]
RSSI: -88 [da:11:9d:14:00:8c]
RSSI: -85 [da:0b:f8:61:01:ca]
RSSI: -84 [da:0b:f8:6f:01:ea]
RSSI: -81 [da:0b:f8:6f:01:ea]
RSSI: -86 [da:11:9d:33:00:ec]
RSSI: -88 [da:0f:01:9a:02:ee]
RSSI: -83 [da:0b:f8:7c:02:1a]
RSSI: -80 [da:0b:f8:8a:02:3a]
RSSI: -88 [da:0f:01:a9:03:0e]
RSSI: -86 [da:11:9d:40:01:1c]
RSSI: -88 [da:0f:01:a9:03:0e]
RSSI: -81 [da:0b:f8:97:02:6a]
RSSI: -92 [da:11:9d:50:01:4c]
RSSI: -80 [da:0b:f8:97:02:6a]
RSSI: -79 [da:0b:f8:a4:02:8a]
RSSI: -80 [da:0b:f8:b2:02:aa]
RSSI: -87 [da:11:9d:6c:01:ac]
RSSI: -77 [da:0b:f8:b2:02:aa]
RSSI: -78 [da:0b:f8:c0:02:da]
RSSI: -79 [da:0b:f8:c0:02:da]
RSSI: -88 [da:11:9d:7b:01:dc]
RSSI: -77 [da:0b:f8:cc:02:fa]
RSSI: -91 [da:11:9d:8b:02:0c]
RSSI: -78 [da:0b:f8:da:03:1a]
RSSI: -78 [da:0b:f8:e8:03:4a]
RSSI: -91 [da:11:9d:a7:02:5c]
RSSI: -75 [da:0b:f8:f4:03:6a]
RSSI: -77 [da:0b:f8:f4:03:6a]
RSSI: -76 [da:0b:f9:02:03:8a]
RSSI: -91 [da:11:9d:b7:02:9c]
RSSI: -75 [da:0b:f9:02:03:8a]
RSSI: -76 [da:0b:f9:10:03:ba]
RSSI: -75 [da:0b:f9:1d:03:da]
RSSI: -75 [da:0b:f9:1d:03:da]
RSSI: -76 [da:0b:f9:1d:03:da]
RSSI: -88 [da:11:9d:e3:03:1c]
RSSI: -75 [da:0b:f9:2b:03:fa]
RSSI: -75 [da:0b:f9:2b:03:fa]
RSSI: -88 [da:0f:02:4d:04:de]
RSSI: -75 [da:0b:f9:38:04:2a]
RSSI: -75 [da:0b:f9:38:04:2a]
RSSI: -89 [da:0f:02:5c:05:0e]
RSSI: -76 [da:0b:f9:45:04:4a]
RSSI: -88 [da:0f:02:68:05:2e]
RSSI: -75 [da:0b:f9:53:04:6a]
RSSI: -86 [da:0f:02:77:05:5e]
RSSI: -93 [da:11:9e:0f:03:ac]
RSSI: -74 [da:0b:f9:61:04:9a]
RSSI: -87 [da:0f:02:85:05:7e]
RSSI: -76 [da:0b:f9:6d:04:ba]
RSSI: -91 [da:0f:02:91:05:ae]
RSSI: -75 [da:0b:f9:7b:04:da]
RSSI: -89 [da:0f:02:a0:05:ce]
RSSI: -75 [da:0b:f9:89:05:0a]
RSSI: -76 [da:0b:f9:89:05:0a]
RSSI: -78 [da:0b:f9:96:05:2a]
RSSI: -88 [da:0f:02:ae:05:fe]
RSSI: -78 [da:0b:f9:96:05:2a]
RSSI: -76 [da:0b:f9:96:05:2a]
RSSI: -77 [da:0b:f9:a4:05:5a]
RSSI: -78 [da:0b:f9:a4:05:5a]
RSSI: -77 [da:0b:f9:b1:05:7a]
RSSI: -78 [da:0b:f9:b1:05:7a]
RSSI: -77 [da:0b:f9:be:05:9a]
RSSI: -79 [da:0b:f9:cc:05:ca]
RSSI: -89 [da:0f:02:e4:06:8e]
RSSI: -78 [da:0b:f9:cc:05:ca]
RSSI: -78 [da:0b:f9:da:05:ea]
RSSI: -88 [da:0f:03:00:06:ee]
RSSI: -80 [da:0b:f9:e6:06:0a]
RSSI: -89 [da:0f:03:0d:07:0e]
RSSI: -79 [da:0b:f9:f4:06:3a]
RSSI: -89 [da:0f:03:0d:07:0e]
RSSI: -78 [da:0b:fa:02:06:5a]
RSSI: -88 [da:0f:03:1b:07:3e]
RSSI: -80 [da:0b:fa:02:06:5a]
RSSI: -82 [da:0b:fa:0f:06:8a]
RSSI: -79 [da:0b:fa:0f:06:8a]
RSSI: -89 [da:0f:03:36:07:7e]
RSSI: -81 [da:0b:fa:1d:06:aa]
RSSI: -82 [da:0b:fa:1d:06:aa]
RSSI: -80 [da:0b:fa:2b:06:ca]
RSSI: -88 [da:0f:03:45:07:ae]
RSSI: -82 [da:0b:fa:2b:06:ca]
RSSI: -81 [da:0b:fa:37:06:fa]
RSSI: -83 [da:0b:fa:45:07:1a]
RSSI: -84 [da:0b:fa:45:07:1a]
RSSI: -85 [da:0b:fa:45:07:1a]
RSSI: -82 [da:0b:fa:53:07:4a]
RSSI: -81 [da:0b:fa:53:07:4a]
RSSI: -83 [da:0b:fa:60:07:6a]
RSSI: -96 [da:0f:03:89:08:7e]
RSSI: -93 [da:0b:fa:6e:07:8a]
RSSI: -86 [da:0a:16:88:13:ab]
RSSI: -86 [da:0a:16:88:13:ab]
RSSI: -86 [da:0a:16:97:13:cb]
RSSI: -93 [da:11:9f:43:07:7c]
RSSI: -96 [da:0f:03:c1:09:1e]
RSSI: -81 [da:0b:fa:a4:08:2a]
RSSI: -87 [da:0b:fa:b1:08:4a]
RSSI: -82 [da:0b:fa:bf:08:7a]
RSSI: -90 [da:0a:16:ce:14:6b]
RSSI: -90 [da:0a:16:ce:14:6b]
RSSI: -81 [da:0b:fa:cc:08:9a]
RSSI: -78 [da:0b:fa:cc:08:9a]
RSSI: -84 [da:0a:16:dd:14:9b]
RSSI: -89 [da:0a:16:dd:14:9b]
RSSI: -79 [da:0b:fa:d9:08:ba]
RSSI: -86 [da:0a:16:eb:14:cb]
RSSI: -79 [da:0b:fa:d9:08:ba]
RSSI: -87 [da:11:9f:9b:08:9c]
RSSI: -78 [da:0b:fa:e7:08:ea]
RSSI: -78 [da:0b:fa:e7:08:ea]
RSSI: -83 [da:0a:16:f8:14:eb]
RSSI: -77 [da:0b:fa:f5:09:0a]
RSSI: -89 [da:11:9f:a7:08:bc]
RSSI: -76 [da:0b:fb:01:09:2a]
RSSI: -88 [da:0a:17:16:15:3b]
RSSI: -88 [da:0a:17:16:15:3b]
RSSI: -91 [da:0f:04:2e:0a:4e]
RSSI: -74 [da:0b:fb:0f:09:5a]
RSSI: -82 [da:0a:17:22:15:6b]
RSSI: -75 [da:0b:fb:0f:09:5a]
RSSI: -74 [da:0b:fb:1d:09:7a]
RSSI: -73 [da:0b:fb:1d:09:7a]
RSSI: -81 [da:0a:17:31:15:8b]
RSSI: -74 [da:0b:fb:2a:09:aa]
RSSI: -84 [da:0a:17:31:15:8b]
RSSI: -73 [da:0b:fb:2a:09:aa]
RSSI: -80 [da:0a:17:40:15:bb]
RSSI: -73 [da:0b:fb:38:09:ca]
RSSI: -87 [da:11:9f:f3:09:ac]
RSSI: -74 [da:0b:fb:38:09:ca]
RSSI: -91 [da:0f:04:58:0a:ce]
RSSI: -79 [da:0a:17:4d:15:db]
RSSI: -72 [da:0b:fb:46:09:fa]
RSSI: -73 [da:0b:fb:46:09:fa]
RSSI: -79 [da:0a:17:5c:16:0b]
RSSI: -74 [da:0b:fb:52:0a:1a]
RSSI: -85 [da:0f:04:75:0b:1e]
RSSI: -88 [da:11:a0:0f:0a:0c]
RSSI: -79 [da:0a:17:6b:16:3b]
RSSI: -73 [da:0b:fb:61:0a:3a]
RSSI: -77 [da:0a:17:6b:16:3b]
RSSI: -83 [da:11:a0:1f:0a:3c]
RSSI: -88 [da:0f:04:81:0b:3e]
RSSI: -79 [da:0a:17:77:16:5b]
RSSI: -72 [da:0b:fb:6e:0a:6a]
RSSI: -85 [da:0f:04:90:0b:6e]
RSSI: -73 [da:0b:fb:7b:0a:8a]
RSSI: -79 [da:0a:17:86:00:0b]
RSSI: -73 [da:0b:fb:7b:0a:8a]
RSSI: -84 [da:0f:04:9e:0b:9e]
RSSI: -73 [da:0b:fb:89:0a:ba]
RSSI: -78 [da:0a:17:95:00:2b]
RSSI: -84 [da:11:a0:3b:0a:9c]
RSSI: -74 [da:0b:fb:89:0a:ba]
RSSI: -74 [da:0b:fb:89:0a:ba]
RSSI: -74 [da:0b:fb:97:0a:da]
RSSI: -78 [da:0a:17:a2:00:5b]
RSSI: -88 [da:0f:04:b9:0b:ee]
RSSI: -80 [da:0a:17:a2:00:5b]
RSSI: -87 [da:0f:04:b9:0b:ee]
RSSI: -76 [da:0b:fb:a4:0a:fa]
RSSI: -79 [da:0a:17:b1:00:7b]
RSSI: -75 [da:0b:fb:a4:0a:fa]
RSSI: -85 [da:0f:04:c7:0c:0e]
RSSI: -88 [da:0f:04:d4:0c:2e]
RSSI: -76 [da:0b:fb:c0:0b:4a]
RSSI: -81 [da:0f:04:d4:0c:2e]
RSSI: -79 [da:0a:17:cc:00:cb]
RSSI: -84 [da:0f:04:e3:0c:5e]
RSSI: -77 [da:0b:fb:cc:0b:7a]
RSSI: -80 [da:0a:17:db:00:fb]
RSSI: -79 [da:0a:17:db:00:fb]
RSSI: -80 [da:0a:17:ea:01:2b]
RSSI: -75 [da:0b:fb:da:0b:9a]
RSSI: -78 [da:0f:04:fe:0c:ae]
RSSI: -81 [da:0a:17:ea:01:2b]
RSSI: -77 [da:0f:04:fe:0c:ae]
RSSI: -77 [da:0f:04:fe:0c:ae]
RSSI: -77 [da:0b:fb:e8:0b:ca]
RSSI: -80 [da:0a:17:f7:01:4b]
RSSI: -82 [da:0a:17:f7:01:4b]
RSSI: -76 [da:0f:05:0c:0c:ce]
RSSI: -77 [da:0b:fb:f5:0b:ea]
RSSI: -76 [da:0f:05:1a:0c:fe]
RSSI: -74 [da:0b:fc:03:0c:1a]
RSSI: -76 [da:0f:05:27:0d:1e]
RSSI: -77 [da:0b:fc:03:0c:1a]
RSSI: -83 [da:0a:18:15:01:ab]
RSSI: -75 [da:0b:fc:11:0c:3a]
RSSI: -87 [da:0a:18:21:01:cb]
RSSI: -75 [da:0f:05:35:0d:4e]
RSSI: -78 [da:0b:fc:1d:0c:5a]
RSSI: -88 [da:0a:18:30:01:fb]
RSSI: -74 [da:0f:05:44:0d:6e]
RSSI: -89 [da:0a:18:30:01:fb]
RSSI: -74 [da:0f:05:44:0d:6e]
RSSI: -82 [da:0b:fc:2b:0c:8a]
RSSI: -79 [da:0b:fc:39:0c:aa]
RSSI: -83 [da:0b:fc:46:0c:da]
RSSI: -73 [da:0f:05:5f:0d:be]
RSSI: -83 [da:0b:fc:46:0c:da]
RSSI: -73 [da:0f:05:6d:0d:ee]
RSSI: -84 [da:0b:fc:54:0c:fa]
RSSI: -82 [da:0b:fc:54:0c:fa]
RSSI: -73 [da:0f:05:7a:0e:0e]
RSSI: -73 [da:0f:05:7a:0e:0e]
RSSI: -80 [da:0b:fc:62:0d:2a]
RSSI: -93 [da:0a:18:76:02:cb]
RSSI: -73 [da:0f:05:88:0e:3e]
RSSI: -73 [da:0f:05:88:0e:3e]
RSSI: -80 [da:0b:fc:6f:0d:4a]
RSSI: -73 [da:0f:05:97:0e:5e]
RSSI: -79 [da:0b:fc:7d:0d:6a]
RSSI: -79 [da:0b:fc:7d:0d:6a]
RSSI: -77 [da:0b:fc:8b:0d:9a]
RSSI: -78 [da:0b:fc:8b:0d:9a]
RSSI: -88 [da:11:a1:45:0d:ec]
RSSI: -78 [da:0b:fc:97:0d:ba]
RSSI: -74 [da:0f:05:b2:0e:ae]
RSSI: -88 [da:11:a1:54:0e:2c]
RSSI: -77 [da:0b:fc:97:0d:ba]
RSSI: -74 [da:0f:05:c0:0e:de]
RSSI: -78 [da:0b:fc:a5:0d:ea]
RSSI: -75 [da:0f:05:c0:0e:de]
RSSI: -78 [da:0b:fc:a5:0d:ea]
RSSI: -76 [da:0f:05:cd:0e:fe]
RSSI: -92 [da:0a:18:bf:03:9b]
RSSI: -78 [da:0b:fc:b3:0e:0a]
RSSI: -76 [da:0f:05:cd:0e:fe]
RSSI: -84 [da:11:a1:71:0e:7c]
RSSI: -76 [da:0f:05:dc:0f:2e]
RSSI: -77 [da:0f:05:dc:0f:2e]
RSSI: -77 [da:0b:fc:c0:0e:2a]
RSSI: -78 [da:0f:05:dc:0f:2e]
RSSI: -84 [da:11:a1:81:0e:ac]
RSSI: -85 [da:11:a1:8d:0e:dc]
RSSI: -78 [da:0b:fc:dc:0e:7a]
RSSI: -79 [da:0f:05:f7:0f:7e]
RSSI: -78 [da:0b:fc:dc:0e:7a]
RSSI: -82 [da:0f:06:05:0f:ae]
RSSI: -76 [da:0b:fc:e9:0e:aa]
RSSI: -84 [da:11:a1:9d:0f:0c]
RSSI: -81 [da:0f:06:05:0f:ae]
RSSI: -78 [da:0b:fc:e9:0e:aa]
RSSI: -82 [da:11:a1:ad:0f:3c]
RSSI: -77 [da:0b:fc:f7:0e:ca]
RSSI: -83 [da:0f:06:13:0f:ce]
RSSI: -76 [da:0b:fc:f7:0e:ca]
RSSI: -78 [da:0b:fd:05:0e:ea]
RSSI: -79 [da:0b:fd:05:0e:ea]
RSSI: -78 [da:0b:fd:05:0e:ea]
RSSI: -80 [da:0b:fd:11:0f:1a]
RSSI: -85 [da:0f:06:2f:10:1e]
RSSI: -82 [da:11:a1:c9:0f:9c]
RSSI: -80 [da:0b:fd:11:0f:1a]
RSSI: -77 [da:0b:fd:1f:0f:3a]
RSSI: -80 [da:11:a1:d9:0f:cc]
RSSI: -81 [da:0b:fd:2d:0f:6a]
RSSI: -79 [da:0b:fd:2d:0f:6a]
RSSI: -81 [da:11:a1:e6:0f:fc]
RSSI: -80 [da:0b:fd:3a:0f:8a]
RSSI: -83 [da:0f:06:58:10:9e]
RSSI: -80 [da:0b:fd:3a:0f:8a]
RSSI: -84 [da:0f:06:58:10:9e]
RSSI: -76 [da:0b:fd:48:0f:aa]
RSSI: -76 [da:0b:fd:48:0f:aa]
RSSI: -83 [da:0f:06:73:10:de]
RSSI: -85 [da:0f:06:73:10:de]
RSSI: -82 [da:11:a2:12:10:7c]
RSSI: -83 [da:0f:06:82:11:0e]
RSSI: -77 [da:0b:fd:63:0f:fa]
RSSI: -78 [da:0b:fd:63:0f:fa]
RSSI: -77 [da:0b:fd:71:10:2a]
RSSI: -84 [da:0f:06:90:11:3e]
RSSI: -75 [da:11:a2:32:10:ec]
RSSI: -76 [da:0b:fd:7f:10:4a]
RSSI: -77 [da:0b:fd:8b:10:6a]
RSSI: -74 [da:11:a2:3e:11:0c]
RSSI: -74 [da:11:a2:4e:11:4c]
RSSI: -72 [da:11:a2:5e:11:7c]
RSSI: -76 [da:0b:fd:a8:10:ba]
RSSI: -85 [da:0f:06:c6:11:de]
RSSI: -76 [da:0b:fd:b4:10:ea]
RSSI: -72 [da:11:a2:6b:11:9c]
RSSI: -86 [da:0f:06:d5:11:fe]
RSSI: -86 [da:0f:06:d5:11:fe]
RSSI: -75 [da:11:a2:7b:11:cc]
RSSI: -73 [da:11:a2:7b:11:cc]
RSSI: -78 [da:0b:fd:d0:11:3a]
RSSI: -71 [da:11:a2:8a:12:0c]
RSSI: -75 [da:11:a2:8a:12:0c]
RSSI: -75 [da:0b:fd:d0:11:3a]
RSSI: -87 [da:0f:06:f0:12:4e]
RSSI: -76 [da:11:a2:8a:12:0c]
RSSI: -87 [da:0f:06:ff:12:7e]
RSSI: -78 [da:0b:fd:dd:11:5a]
RSSI: -71 [da:11:a2:97:12:2c]
RSSI: -87 [da:0f:06:ff:12:7e]
RSSI: -76 [da:0b:fd:dd:11:5a]
RSSI: -75 [da:11:a2:a7:12:5c]
RSSI: -77 [da:0b:fd:f0:11:8a]
RSSI: -73 [da:11:a2:a7:12:5c]
RSSI: -84 [da:0f:07:1a:12:ce]
RSSI: -80 [da:11:a2:b7:12:9c]
RSSI: -77 [da:0b:fe:01:11:ba]
RSSI: -86 [da:0f:07:1a:12:ce]
RSSI: -76 [da:11:a2:b7:12:9c]
RSSI: -79 [da:0b:fe:01:11:ba]
RSSI: -87 [da:0f:07:1a:12:ce]
RSSI: -85 [da:0f:07:28:12:ee]
RSSI: -87 [da:0f:07:37:13:1e]
RSSI: -78 [da:0b:fe:1b:12:0a]
RSSI: -76 [da:11:a2:d3:12:ec]
RSSI: -79 [da:0b:fe:1b:12:0a]
RSSI: -81 [da:11:a2:d3:12:ec]
RSSI: -89 [da:0f:07:44:13:3e]
RSSI: -81 [da:11:a2:e3:13:1c]
RSSI: -81 [da:0b:fe:29:12:2a]
RSSI: -78 [da:11:a2:e3:13:1c]
RSSI: -88 [da:0f:07:52:13:6e]
RSSI: -85 [da:11:a2:f0:13:4c]
RSSI: -92 [da:0f:07:52:13:6e]
RSSI: -84 [da:0b:fe:36:12:5a]
RSSI: -89 [da:0f:07:61:13:8e]
RSSI: -81 [da:0b:fe:44:12:7a]
RSSI: -87 [da:11:a3:00:13:7c]
RSSI: -86 [da:11:a3:0f:13:ac]
RSSI: -87 [da:0f:07:8a:13:fe]
RSSI: -95 [da:0a:1a:76:08:9b]
RSSI: -83 [da:11:a3:2c:14:0c]
RSSI: -82 [da:0b:fe:7b:13:1a]
RSSI: -97 [da:0a:1a:a1:09:1b]
RSSI: -89 [da:0f:07:cf:14:be]
RSSI: -84 [da:0b:fe:b1:13:aa]
RSSI: -89 [da:0f:07:ea:15:0e]
RSSI: -91 [da:0f:07:ea:15:0e]
RSSI: -85 [da:11:a3:95:15:5c]
RSSI: -83 [da:11:a3:a1:15:7c]
RSSI: -84 [da:0b:ff:03:14:9a]
RSSI: -88 [da:0f:08:31:15:de]
RSSI: -84 [da:11:a3:de:16:3c]
RSSI: -84 [da:11:a3:de:16:3c]
RSSI: -88 [da:0b:ff:3a:15:2a]
RSSI: -87 [da:11:a4:1a:00:6c]
RSSI: -88 [da:0b:ff:71:15:ca]
RSSI: -90 [da:11:a4:27:00:8c]
RSSI: -88 [da:0b:ff:71:15:ca]
RSSI: -90 [da:0f:08:92:00:9e]
RSSI: -85 [da:11:a4:27:00:8c]
RSSI: -86 [da:0b:ff:7d:15:ea]
RSSI: -87 [da:0b:ff:7d:15:ea]
RSSI: -84 [da:0b:ff:8c:16:0a]
RSSI: -85 [da:0b:ff:9a:16:3a]
RSSI: -85 [da:0b:ff:b5:00:2a]
RSSI: -81 [da:0b:ff:c3:00:4a]
RSSI: -83 [da:0b:ff:cf:00:7a]
RSSI: -84 [da:0b:ff:de:00:9a]
RSSI: -82 [da:0b:ff:de:00:9a]
RSSI: -85 [da:0b:ff:ec:00:ca]
RSSI: -83 [da:0b:ff:ec:00:ca]
RSSI: -95 [da:0a:1c:15:0d:6b]
RSSI: -84 [da:0c:00:21:01:5a]
RSSI: -82 [da:0c:00:21:01:5a]
RSSI: -89 [da:11:a4:d9:02:cc]
RSSI: -81 [da:0c:00:30:01:7a]
RSSI: -85 [da:11:a4:e9:02:fc]
RSSI: -84 [da:0c:00:3e:01:aa]
RSSI: -91 [da:11:a4:f9:03:2c]
RSSI: -89 [da:11:a4:f9:03:2c]
RSSI: -81 [da:0c:00:3e:01:aa]
RSSI: -90 [da:11:a4:f9:03:2c]
RSSI: -92 [da:0f:09:63:02:ee]
RSSI: -78 [da:0c:00:4a:01:ca]
RSSI: -83 [da:0c:00:4a:01:ca]
RSSI: -77 [da:0c:00:59:01:fa]
RSSI: -83 [da:0c:00:67:02:1a]
RSSI: -83 [da:0c:00:67:02:1a]
RSSI: -81 [da:0c:00:73:02:3a]
RSSI: -86 [da:11:a5:32:03:ec]
RSSI: -87 [da:11:a5:32:03:ec]
RSSI: -82 [da:0c:00:82:02:6a]
RSSI: -89 [da:11:a5:42:04:1c]
RSSI: -82 [da:0c:00:90:02:8a]
RSSI: -83 [da:0c:00:9d:02:aa]
RSSI: -89 [da:11:a5:52:04:4c]
RSSI: -82 [da:0c:00:9d:02:aa]
RSSI: -82 [da:0c:00:9d:02:aa]
RSSI: -83 [da:0c:00:ab:02:da]
RSSI: -83 [da:0c:00:ab:02:da]
RSSI: -81 [da:0c:00:b9:02:fa]
RSSI: -77 [da:0c:00:b9:02:fa]
RSSI: -81 [da:0c:00:c6:03:2a]
RSSI: -80 [da:0c:00:c6:03:2a]
RSSI: -82 [da:0c:00:d4:03:4a]
RSSI: -80 [da:0c:00:d4:03:4a]
RSSI: -77 [da:0c:00:e2:03:7a]
RSSI: -80 [da:0c:00:ef:03:9a]
RSSI: -82 [da:0c:00:fd:03:ba]
RSSI: -90 [da:0f:0a:19:04:fe]
RSSI: -81 [da:0c:00:fd:03:ba]
RSSI: -92 [da:0f:0a:19:04:fe]
RSSI: -80 [da:0c:00:fd:03:ba]
RSSI: -78 [da:0c:01:0b:03:ea]
RSSI: -91 [da:0f:0a:28:05:2e]
RSSI: -81 [da:0c:01:0b:03:ea]
RSSI: -90 [da:0f:0a:34:05:4e]
RSSI: -78 [da:0c:01:18:04:0a]
RSSI: -81 [da:0c:01:26:04:3a]
RSSI: -81 [da:0c:01:34:04:5a]
RSSI: -87 [da:11:a5:f5:06:4c]
RSSI: -78 [da:0c:01:41:04:7a]
RSSI: -84 [da:0c:01:4f:04:aa]
RSSI: -88 [da:11:a6:05:06:8c]
RSSI: -78 [da:0c:01:4f:04:aa]
RSSI: -87 [da:0c:01:5e:04:ca]
RSSI: -87 [da:11:a6:11:06:ac]
RSSI: -85 [da:0c:01:5e:04:ca]
RSSI: -91 [da:0f:0a:7c:06:1e]
RSSI: -80 [da:0c:01:6a:04:fa]
RSSI: -81 [da:0c:01:79:05:1a]
RSSI: -81 [da:0c:01:79:05:1a]
RSSI: -85 [da:0c:01:87:05:4a]
RSSI: -92 [da:0f:0a:b2:06:be]
RSSI: -87 [da:0c:01:93:05:6a]
RSSI: -92 [da:11:a6:4e:07:6c]
RSSI: -86 [da:0c:01:a2:05:8a]
RSSI: -88 [da:11:a6:6b:07:cc]
RSSI: -88 [da:11:a6:6b:07:cc]
RSSI: -87 [da:0c:01:bd:05:da]
RSSI: -86 [da:11:a6:7b:07:fc]
RSSI: -92 [da:0f:0a:eb:07:5e]
RSSI: -88 [da:11:a6:8b:08:2c]
RSSI: -93 [da:0c:01:d9:06:2a]
RSSI: -92 [da:0f:0a:fa:07:8e]
RSSI: -89 [da:0c:01:d9:06:2a]
RSSI: -90 [da:0a:1d:ee:12:cb]
RSSI: -90 [da:0c:01:e6:06:5a]
RSSI: -89 [da:0a:1d:fb:12:fb]
RSSI: -88 [da:0c:01:f4:06:7a]
RSSI: -91 [da:0f:0b:24:07:fe]
RSSI: -89 [da:0a:1e:1a:13:4b]
RSSI: -84 [da:0c:02:0f:06:ca]
RSSI: -89 [da:0a:1e:1a:13:4b]
RSSI: -83 [da:0c:02:0f:06:ca]
RSSI: -88 [da:0a:1e:26:13:7b]
RSSI: -82 [da:0c:02:1d:06:ea]
RSSI: -89 [da:0a:1e:35:13:9b]
RSSI: -84 [da:0c:02:2c:07:1a]
RSSI: -87 [da:0a:1e:45:13:cb]
RSSI: -88 [da:0c:02:47:07:6a]
RSSI: -85 [da:11:a7:01:09:ac]
RSSI: -90 [da:11:a7:11:09:dc]
RSSI: -90 [da:0c:02:55:07:8a]
RSSI: -87 [da:11:a7:11:09:dc]
RSSI: -76 [da:0c:02:62:07:aa]
RSSI: -75 [da:0c:02:62:07:aa]
RSSI: -86 [da:0c:02:62:07:aa]
RSSI: -73 [da:0c:02:70:07:da]
RSSI: -82 [da:0c:02:7e:07:fa]
RSSI: -87 [da:0a:1e:8c:14:9b]
RSSI: -78 [da:0c:02:7e:07:fa]
RSSI: -86 [da:0a:1e:8c:14:9b]
RSSI: -81 [da:0c:02:8b:08:2a]
RSSI: -88 [da:0a:1e:9b:14:cb]
RSSI: -80 [da:0c:02:8b:08:2a]
RSSI: -90 [da:11:a7:4a:0a:9c]
RSSI: -70 [da:0c:02:99:08:4a]
RSSI: -89 [da:11:a7:5b:0a:cc]
RSSI: -82 [da:0c:02:a7:08:7a]
RSSI: -74 [da:0c:02:a7:08:7a]
RSSI: -86 [da:0a:1e:b7:15:1b]
RSSI: -89 [da:11:a7:6b:0a:fc]
RSSI: -88 [da:11:a7:6b:0a:fc]
RSSI: -75 [da:0c:02:b4:08:9a]
RSSI: -88 [da:11:a7:77:0b:2c]
RSSI: -69 [da:0c:02:c2:08:ca]
RSSI: -89 [da:11:a7:77:0b:2c]
RSSI: -85 [da:0a:1e:d3:15:6b]
RSSI: -81 [da:0c:02:c2:08:ca]
