 -81 [da:09:af:f3:0f:7c]
RSSI: -87 [da:4f:c5:35:02:8b]
RSSI: -87 [da:4f:c5:35:02:8b]
RSSI: -79 [da:0a:75:07:0c:4c]
RSSI: -82 [da:4f:c5:44:02:ab]
RSSI: -79 [da:0a:75:07:0c:4c]
RSSI: -77 [da:0a:75:15:0c:6c]
RSSI: -83 [da:4f:c5:50:02:db]
RSSI: -84 [da:0a:75:21:0c:9c]
RSSI: -80 [da:0a:75:21:0c:9c]
RSSI: -88 [da:4f:c5:60:03:0b]
RSSI: -77 [da:0a:75:2f:0c:bc]
RSSI: -82 [da:0a:75:3c:0c:ec]
RSSI: -87 [da:4f:c5:6f:03:3b]
RSSI: -83 [da:0a:75:3c:0c:ec]
RSSI: -76 [da:0a:75:3c:0c:ec]
RSSI: -83 [da:4f:c5:7b:03:5b]
RSSI: -81 [da:0a:75:49:0d:0c]
RSSI: -80 [da:0a:75:49:0d:0c]
RSSI: -84 [da:4f:c5:8b:03:8b]
RSSI: -77 [da:0a:75:57:0d:3c]
RSSI: -79 [da:0a:75:64:0d:6c]
RSSI: -90 [da:4f:c5:9a:03:bb]
RSSI: -78 [da:0a:75:64:0d:6c]
RSSI: -80 [da:0a:75:71:0d:8c]
RSSI: -95 [da:4f:c5:c5:04:3b]
RSSI: -87 [da:4f:c5:c5:04:3b]
RSSI: -78 [da:0a:75:8c:0d:dc]
RSSI: -76 [da:0a:75:99:0e:0c]
RSSI: -76 [da:0a:75:99:0e:0c]
RSSI: -77 [da:0a:75:a6:0e:3c]
RSSI: -77 [da:0a:75:a6:0e:3c]
RSSI: -74 [da:0a:75:b4:0e:5c]
RSSI: -74 [da:0a:75:c0:0e:8c]
RSSI: -76 [da:0a:75:ce:0e:ac]
RSSI: -74 [da:0a:75:ce:0e:ac]
RSSI: -75 [da:0a:75:dc:0e:dc]
RSSI: -76 [da:0a:75:dc:0e:dc]
RSSI: -75 [da:0a:75:e8:0e:fc]
RSSI: -77 [da:0a:75:e8:0e:fc]
RSSI: -77 [da:0a:75:f6:0f:2c]
RSSI: -76 [da:0a:75:f6:0f:2c]
RSSI: -75 [da:0a:75:f6:0f:2c]
RSSI: -75 [da:0a:75:f6:0f:2c]
RSSI: -77 [da:0a:76:04:0f:5c]
RSSI: -76 [da:0a:76:04:0f:5c]
RSSI: -75 [da:0a:76:10:0f:7c]
RSSI: -76 [da:0a:76:10:0f:7c]
RSSI: -75 [da:0a:76:1e:0f:ac]
RSSI: -75 [da:0a:76:1e:0f:ac]
RSSI: -75 [da:0a:76:2b:0f:cc]
RSSI: -75 [da:0a:76:38:0f:fc]
RSSI: -75 [da:0a:76:46:10:1c]
RSSI: -77 [da:0a:76:53:10:4c]
RSSI: -78 [da:0a:76:60:10:6c]
RSSI: -78 [da:0a:76:6e:10:9c]
RSSI: -76 [da:0a:76:7b:10:cc]
RSSI: -77 [da:0a:76:7b:10:cc]
RSSI: -78 [da:0a:76:88:10:ec]
RSSI: -76 [da:0a:76:88:10:ec]
RSSI: -78 [da:0a:76:96:11:1c]
RSSI: -80 [da:0a:76:96:11:1c]
RSSI: -81 [da:0a:76:a3:11:3c]
RSSI: -82 [da:0a:76:a3:11:3c]
RSSI: -86 [da:0a:76:bd:11:8c]
RSSI: -86 [da:0a:76:cb:11:bc]
RSSI: -93 [da:4f:c7:0e:08:1b]
RSSI: -85 [da:0a:76:e5:12:0c]
RSSI: -88 [da:0a:76:f3:12:2c]
RSSI: -85 [da:0a:76:f3:12:2c]
RSSI: -82 [da:0a:77:00:12:5c]
RSSI: -82 [da:0a:77:0d:12:7c]
RSSI: -85 [da:0a:77:1b:12:ac]
RSSI: -78 [da:0a:77:28:12:cc]
RSSI: -82 [da:0a:77:28:12:cc]
RSSI: -81 [da:0a:77:35:12:fc]
RSSI: -76 [da:0a:77:35:12:fc]
RSSI: -78 [da:0a:77:43:13:1c]
RSSI: -81 [da:0a:77:43:13:1c]
RSSI: -75 [da:0a:77:50:13:4c]
RSSI: -76 [da:0a:77:50:13:4c]
RSSI: -76 [da:0a:77:50:13:4c]
RSSI: -76 [da:0a:77:5d:13:6c]
RSSI: -76 [da:0a:77:5d:13:6c]
RSSI: -77 [da:0a:77:6b:13:9c]
RSSI: -83 [da:0a:77:6b:13:9c]
RSSI: -77 [da:0a:77:78:13:bc]
RSSI: -77 [da:0a:77:78:13:bc]
RSSI: -76 [da:0a:77:85:13:ec]
RSSI: -86 [da:0a:77:93:14:1c]
RSSI: -76 [da:0a:77:a0:14:3c]
RSSI: -74 [da:0a:77:ad:14:6c]
RSSI: -76 [da:0a:77:ad:14:6c]
RSSI: -83 [da:0a:77:bb:14:8c]
RSSI: -78 [da:0a:77:c8:14:bc]
RSSI: -90 [da:4f:c8:01:0a:fb]
RSSI: -78 [da:0a:77:d5:14:dc]
RSSI: -84 [da:0a:77:e3:15:0c]
RSSI: -81 [da:0a:77:e3:15:0c]
RSSI: -91 [da:4f:c8:2c:0b:7b]
RSSI: -89 [da:0a:77:f0:15:2c]
RSSI: -77 [da:0a:77:fd:15:5c]
RSSI: -83 [da:0a:77:fd:15:5c]
RSSI: -74 [da:0a:78:0b:15:7c]
RSSI: -73 [da:0a:78:0b:15:7c]
RSSI: -79 [da:0a:78:18:15:ac]
RSSI: -74 [da:0a:78:26:15:cc]
RSSI: -73 [da:0a:78:26:15:cc]
RSSI: -91 [da:4f:c8:67:0c:2b]
RSSI: -69 [da:0a:78:33:15:fc]
RSSI: -72 [da:0a:78:40:16:1c]
RSSI: -70 [da:0a:78:4e:16:4c]
RSSI: -67 [da:0a:78:5b:16:6c]
RSSI: -93 [da:51:ac:a5:01:ea]
RSSI: -69 [da:0a:78:5b:16:6c]
RSSI: -69 [da:0a:78:68:00:0c]
RSSI: -67 [da:0a:78:68:00:0c]
RSSI: -67 [da:0a:78:76:00:2c]
RSSI: -69 [da:0a:78:76:00:2c]
RSSI: -67 [da:0a:78:83:00:5c]
RSSI: -66 [da:0a:78:83:00:5c]
RSSI: -67 [da:0a:78:83:00:5c]
RSSI: -68 [da:0a:78:90:00:7c]
RSSI: -68 [da:0a:78:9e:00:ac]
RSSI: -68 [da:0a:78:9e:00:ac]
RSSI: -68 [da:0a:78:9e:00:ac]
RSSI: -67 [da:0a:78:ac:00:cc]
RSSI: -68 [da:0a:78:ac:00:cc]
RSSI: -68 [da:0a:78:b8:00:fc]
RSSI: -69 [da:0a:78:c6:01:1c]
RSSI: -71 [da:0a:78:d4:01:4c]
RSSI: -72 [da:0a:78:e0:01:6c]
RSSI: -75 [da:0a:78:e0:01:6c]
RSSI: -73 [da:0a:78:ee:01:9c]
RSSI: -76 [da:0a:78:ee:01:9c]
RSSI: -84 [da:0a:78:fc:01:cc]
RSSI: -82 [da:0a:79:09:01:ec]
RSSI: -82 [da:0a:79:09:01:ec]
RSSI: -89 [da:0a:79:09:01:ec]
RSSI: -85 [da:0a:79:16:02:1c]
RSSI: -87 [da:0a:79:16:02:1c]
RSSI: -80 [da:0a:79:24:02:3c]
RSSI: -81 [da:0a:79:31:02:6c]
RSSI: -78 [da:0a:79:31:02:6c]
RSSI: -78 [da:0a:79:3f:02:8c]
RSSI: -73 [da:0a:79:4c:02:bc]
RSSI: -76 [da:0a:79:59:02:dc]
RSSI: -95 [da:4f:c9:96:0f:bb]
RSSI: -79 [da:0a:79:67:03:0c]
RSSI: -77 [da:0a:79:67:03:0c]
RSSI: -90 [da:51:ad:c4:05:1a]
RSSI: -76 [da:0a:79:75:03:3c]
RSSI: -80 [da:0a:79:81:03:5c]
RSSI: -90 [da:51:ad:d1:05:3a]
RSSI: -83 [da:0a:79:8f:03:8c]
RSSI: -83 [da:0a:79:8f:03:8c]
RSSI: -79 [da:0a:79:8f:03:8c]
RSSI: -76 [da:0a:79:9d:03:ac]
RSSI: -81 [da:0a:79:9d:03:ac]
RSSI: -77 [da:0a:79:a9:03:dc]
RSSI: -75 [da:0a:79:a9:03:dc]
RSSI: -80 [da:0a:79:b7:03:fc]
RSSI: -76 [da:0a:79:b7:03:fc]
RSSI: -90 [da:51:ae:17:05:fa]
RSSI: -78 [da:0a:79:d2:04:4c]
RSSI: -81 [da:0a:79:df:04:7c]
RSSI: -90 [da:51:ae:32:06:4a]
RSSI: -88 [da:51:ae:32:06:4a]
RSSI: -82 [da:0a:79:ed:04:9c]
RSSI: -83 [da:0a:79:fa:04:cc]
RSSI: -81 [da:0a:7a:08:04:ec]
RSSI: -80 [da:0a:7a:08:04:ec]
RSSI: -83 [da:0a:7a:16:05:1c]
RSSI: -85 [da:0a:7a:22:05:4c]
RSSI: -84 [da:0a:7a:22:05:4c]
RSSI: -81 [da:0a:7a:30:05:6c]
RSSI: -82 [da:0a:7a:3e:05:9c]
RSSI: -75 [da:0a:7a:3e:05:9c]
RSSI: -83 [da:0a:7a:4a:05:bc]
RSSI: -79 [da:0a:7a:58:05:ec]
RSSI: -77 [da:0a:7a:66:06:1c]
RSSI: -86 [da:0a:7a:73:06:3c]
RSSI: -88 [da:0a:7a:73:06:3c]
RSSI: -82 [da:0a:7a:81:06:6c]
RSSI: -82 [da:0a:7a:81:06:6c]
RSSI: -81 [da:0a:7a:8e:06:9c]
RSSI: -82 [da:0a:7a:9b:06:bc]
RSSI: -83 [da:0a:7a:a9:06:ec]
RSSI: -80 [da:0a:7a:a9:06:ec]
RSSI: -82 [da:0a:7a:b7:07:1c]
RSSI: -79 [da:0a:7a:c4:07:3c]
RSSI: -83 [da:0a:7a:c4:07:3c]
RSSI: -80 [da:0a:7a:d2:07:6c]
RSSI: -78 [da:0a:7a:df:07:8c]
RSSI: -78 [da:0a:7a:df:07:8c]
RSSI: -80 [da:0a:7a:ec:07:bc]
RSSI: -78 [da:0a:7a:fa:07:ec]
RSSI: -78 [da:0a:7a:fa:07:ec]
RSSI: -79 [da:0a:7b:08:08:0c]
RSSI: -78 [da:0a:7b:14:08:3c]
RSSI: -77 [da:0a:7b:14:08:3c]
RSSI: -79 [da:0a:7b:22:08:5c]
RSSI: -80 [da:0a:7b:22:08:5c]
RSSI: -79 [da:0a:7b:22:08:5c]
RSSI: -87 [da:0a:7b:30:08:8c]
RSSI: -81 [da:0a:7b:30:08:8c]
RSSI: -80 [da:0a:7b:3d:08:bc]
RSSI: -80 [da:0a:7b:4b:08:dc]
RSSI: -80 [da:0a:7b:4b:08:dc]
RSSI: -79 [da:0a:7b:59:09:0c]
RSSI: -82 [da:0a:7b:65:09:2c]
RSSI: -83 [da:0a:7b:73:09:5c]
RSSI: -86 [da:0a:7b:81:09:8c]
RSSI: -86 [da:0a:7b:81:09:8c]
RSSI: -86 [da:0a:7b:8e:09:ac]
RSSI: -89 [da:0a:7b:8e:09:ac]
RSSI: -84 [da:0a:7b:9c:09:dc]
RSSI: -85 [da:0a:7b:a9:0a:0c]
RSSI: -88 [da:0a:7b:a9:0a:0c]
RSSI: -80 [da:0a:7b:b6:0a:2c]
RSSI: -92 [da:4f:cb:f6:00:2b]
RSSI: -84 [da:0a:7b:c4:0a:5c]
RSSI: -78 [da:0a:7b:c4:0a:5c]
RSSI: -82 [da:0a:7b:d2:0a:7c]
RSSI: -94 [da:51:b0:3c:0c:2a]
RSSI: -77 [da:0a:7b:ec:0a:dc]
RSSI: -80 [da:0a:7b:fa:0a:fc]
RSSI: -87 [da:0a:7c:07:0b:2c]
RSSI: -91 [da:4f:cc:44:01:1b]
RSSI: -79 [da:0a:7c:15:0b:4c]
RSSI: -83 [da:0a:7c:15:0b:4c]
RSSI: -77 [da:0a:7c:23:0b:7c]
RSSI: -90 [da:4f:cc:54:01:4b]
RSSI: -77 [da:0a:7c:23:0b:7c]
RSSI: -79 [da:0a:7c:23:0b:7c]
RSSI: -92 [da:4f:cc:63:01:7b]
RSSI: -80 [da:0a:7c:2f:0b:ac]
RSSI: -76 [da:0a:7c:2f:0b:ac]
RSSI: -87 [da:4f:cc:70:01:9b]
RSSI: -81 [da:0a:7c:3d:0b:cc]
RSSI: -87 [da:4f:cc:7f:01:cb]
RSSI: -78 [da:0a:7c:4b:0b:fc]
RSSI: -89 [da:4f:cc:8f:01:fb]
RSSI: -82 [da:0a:7c:58:0c:1c]
RSSI: -76 [da:0a:7c:58:0c:1c]
RSSI: -84 [da:4f:cc:9c:02:1b]
RSSI: -92 [da:51:b0:b8:0d:8a]
RSSI: -78 [da:0a:7c:74:0c:7c]
RSSI: -86 [da:4f:cc:bb:02:7b]
RSSI: -80 [da:0a:7c:80:0c:9c]
RSSI: -88 [da:0a:7c:8e:0c:cc]
RSSI: -88 [da:4f:cc:c7:02:9b]
RSSI: -83 [da:0a:7c:8e:0c:cc]
RSSI: -76 [da:0a:7c:9c:0c:fc]
RSSI: -81 [da:0a:7c:a9:0d:1c]
RSSI: -92 [da:51:b0:f0:0e:2a]
RSSI: -82 [da:4f:cc:e6:02:fb]
RSSI: -76 [da:0a:7c:a9:0d:1c]
RSSI: -79 [da:0a:7c:b7:0d:4c]
RSSI: -86 [da:4f:cc:f3:03:1b]
RSSI: -89 [da:4f:cd:02:03:4b]
RSSI: -78 [da:0a:7c:d2:0d:9c]
RSSI: -78 [da:0a:7c:e0:0d:cc]
RSSI: -83 [da:4f:cd:1f:03:ab]
RSSI: -80 [da:0a:7c:ee:0d:fc]
RSSI: -79 [da:0a:7c:ee:0d:fc]
RSSI: -75 [da:0a:7c:fa:0e:1c]
RSSI: -84 [da:4f:cd:2e:03:db]
RSSI: -75 [da:0a:7c:fa:0e:1c]
RSSI: -77 [da:0a:7c:fa:0e:1c]
RSSI: -75 [da:0a:7d:08:0e:4c]
RSSI: -73 [da:0a:7d:08:0e:4c]
RSSI: -77 [da:0a:7d:16:0e:6c]
RSSI: -74 [da:0a:7d:16:0e:6c]
RSSI: -73 [da:0a:7d:23:0e:9c]
RSSI: -76 [da:0a:7d:23:0e:9c]
RSSI: -74 [da:0a:7d:31:0e:cc]
RSSI: -74 [da:0a:7d:31:0e:cc]
RSSI: -76 [da:0a:7d:3f:0e:ec]
RSSI: -75 [da:0a:7d:3f:0e:ec]
RSSI: -77 [da:0a:7d:4b:0f:1c]
RSSI: -76 [da:0a:7d:59:0f:4c]
RSSI: -97 [da:4f:cd:95:05:0b]
RSSI: -74 [da:0a:7d:67:0f:6c]
RSSI: -75 [da:0a:7d:74:0f:9c]
RSSI: -74 [da:0a:7d:74:0f:9c]
RSSI: -74 [da:0a:7d:82:0f:cc]
RSSI: -74 [da:0a:7d:82:0f:cc]
RSSI: -74 [da:0a:7d:90:0f:ec]
RSSI: -75 [da:0a:7d:9d:10:1c]
RSSI: -76 [da:0a:7d:9d:10:1c]
RSSI: -77 [da:0a:7d:ab:10:3c]
RSSI: -77 [da:0a:7d:b9:10:6c]
RSSI: -78 [da:0a:7d:b9:10:6c]
RSSI: -78 [da:0a:7d:b9:10:6c]
RSSI: -77 [da:0a:7d:c5:10:9c]
RSSI: -77 [da:0a:7d:d3:10:bc]
RSSI: -77 [da:0a:7d:d3:10:bc]
RSSI: -78 [da:0a:7d:e1:10:ec]
RSSI: -78 [da:0a:7d:ee:11:1c]
RSSI: -79 [da:0a:7d:ee:11:1c]
RSSI: -81 [da:0a:7d:fc:11:3c]
RSSI: -83 [da:0a:7d:fc:11:3c]
RSSI: -84 [da:0a:7d:fc:11:3c]
RSSI: -87 [da:0a:7e:17:11:8c]
RSSI: -93 [da:4f:ce:60:07:7b]
RSSI: -85 [da:0a:7e:25:11:bc]
RSSI: -93 [da:4f:ce:60:07:7b]
RSSI: -91 [da:4f:ce:60:07:7b]
RSSI: -86 [da:0a:7e:3f:12:0c]
RSSI: -93 [da:4f:ce:8c:07:fb]
RSSI: -93 [da:4f:ce:8c:07:fb]
RSSI: -81 [da:0a:7e:5b:12:5c]
RSSI: -85 [da:0a:7e:5b:12:5c]
RSSI: -82 [da:0a:7e:68:12:7c]
RSSI: -79 [da:0a:7e:68:12:7c]
RSSI: -83 [da:0a:7e:76:12:ac]
RSSI: -83 [da:0a:7e:76:12:ac]
RSSI: -81 [da:0a:7e:84:12:dc]
RSSI: -82 [da:0a:7e:84:12:dc]
RSSI: -77 [da:0a:7e:96:13:0c]
RSSI: -77 [da:0a:7e:96:13:0c]
RSSI: -76 [da:0a:7e:a6:13:3c]
RSSI: -76 [da:0a:7e:a6:13:3c]
RSSI: -82 [da:0a:7e:b4:13:6c]
RSSI: -77 [da:0a:7e:c1:13:8c]
RSSI: -76 [da:0a:7e:cf:13:bc]
RSSI: -77 [da:0a:7e:cf:13:bc]
RSSI: -77 [da:0a:7e:cf:13:bc]
RSSI: -77 [da:0a:7e:cf:13:bc]
RSSI: -87 [da:0a:7e:dd:13:dc]
RSSI: -75 [da:0a:7e:dd:13:dc]
RSSI: -76 [da:0a:7e:ea:14:0c]
RSSI: -85 [da:0a:7e:ea:14:0c]
RSSI: -75 [da:0a:7e:f8:14:3c]
RSSI: -76 [da:0a:7e:f8:14:3c]
RSSI: -75 [da:0a:7f:06:14:5c]
RSSI: -80 [da:0a:7f:13:14:8c]
RSSI: -78 [da:0a:7f:21:14:ac]
RSSI: -80 [da:0a:7f:2f:14:dc]
RSSI: -86 [da:0a:7f:2f:14:dc]
RSSI: -81 [da:0a:7f:3b:14:fc]
RSSI: -89 [da:0a:7f:49:15:2c]
RSSI: -77 [da:0a:7f:58:15:5c]
RSSI: -73 [da:0a:7f:64:15:7c]
RSSI: -76 [da:0a:7f:72:15:ac]
RSSI: -72 [da:0a:7f:80:15:cc]
RSSI: -69 [da:0a:7f:8d:15:fc]
RSSI: -70 [da:0a:7f:8d:15:fc]
RSSI: -70 [da:0a:7f:9b:16:1c]
RSSI: -68 [da:0a:7f:9b:16:1c]
RSSI: -68 [da:0a:7f:a9:16:4c]
RSSI: -68 [da:0a:7f:a9:16:4c]
RSSI: -68 [da:0a:7f:a9:16:4c]
RSSI: -68 [da:0a:7f:b6:16:6c]
RSSI: -67 [da:0a:7f:b6:16:6c]
RSSI: -67 [da:0a:7f:c4:00:2c]
RSSI: -66 [da:0a:7f:d2:00:5c]
RSSI: -66 [da:0a:7f:d2:00:5c]
RSSI: -66 [da:0a:7f:df:00:7c]
RSSI: -67 [da:0a:7f:ed:00:ac]
RSSI: -66 [da:0a:7f:ed:00:ac]
RSSI: -67 [da:0a:7f:fb:00:dc]
RSSI: -67 [da:0a:80:08:00:fc]
RSSI: -67 [da:0a:80:08:00:fc]
RSSI: -67 [da:0a:80:08:00:fc]
RSSI: -68 [da:0a:80:16:01:2c]
RSSI: -69 [da:0a:80:16:01:2c]
RSSI: -68 [da:0a:80:24:01:5c]
RSSI: -70 [da:0a:80:24:01:5c]
RSSI: -72 [da:0a:80:30:01:7c]
RSSI: -70 [da:0a:80:30:01:7c]
RSSI: -76 [da:0a:80:3f:01:ac]
RSSI: -77 [da:0a:80:3f:01:ac]
RSSI: -77 [da:0a:80:4d:01:cc]
RSSI: -79 [da:0a:80:59:01:fc]
RSSI: -88 [da:0a:80:68:02:2c]
RSSI: -87 [da:0a:80:68:02:2c]
RSSI: -86 [da:0a:80:68:02:2c]
RSSI: -79 [da:0a:80:76:02:4c]
RSSI: -97 [da:51:b4:c8:02:ea]
RSSI: -77 [da:0a:80:82:02:7c]
RSSI: -80 [da:0a:80:82:02:7c]
RSSI: -77 [da:0a:80:91:02:9c]
RSSI: -73 [da:0a:80:91:02:9c]
RSSI: -78 [da:0a:80:9f:02:cc]
RSSI: -77 [da:0a:80:9f:02:cc]
RSSI: -78 [da:0a:80:ab:02:ec]
RSSI: -73 [da:0a:80:ba:03:1c]
RSSI: -77 [da:0a:80:c8:03:4c]
RSSI: -82 [da:0a:80:d4:03:6c]
RSSI: -80 [da:0a:80:d4:03:6c]
RSSI: -76 [da:0a:80:e2:03:9c]
RSSI: -82 [da:0a:80:e2:03:9c]
RSSI: -79 [da:0a:80:f1:03:bc]
RSSI: -75 [da:0a:80:f1:03:bc]
RSSI: -81 [da:0a:80:fd:03:ec]
RSSI: -77 [da:0a:80:fd:03:ec]
RSSI: -81 [da:0a:81:0b:04:0c]
RSSI: -76 [da:0a:81:1a:04:3c]
RSSI: -78 [da:0a:81:26:04:5c]
RSSI: -82 [da:0a:81:34:04:8c]
RSSI: -81 [da:0a:81:34:04:8c]
RSSI: -79 [da:0a:81:43:04:bc]
RSSI: -81 [da:0a:81:43:04:bc]
RSSI: -84 [da:0a:81:4f:04:dc]
RSSI: -82 [da:0a:81:4f:04:dc]
RSSI: -82 [da:0a:81:5e:05:0c]
RSSI: -81 [da:0a:81:5e:05:0c]
RSSI: -84 [da:0a:81:6c:05:3c]
RSSI: -75 [da:0a:81:87:05:8c]
RSSI: -95 [da:4f:d1:c0:11:9b]
RSSI: -83 [da:0a:81:95:05:bc]
RSSI: -75 [da:0a:81:95:05:bc]
RSSI: -78 [da:0a:81:a1:05:dc]
RSSI: -83 [da:0a:81:a1:05:dc]
RSSI: -76 [da:0a:81:b0:06:0c]
RSSI: -78 [da:0a:81:b0:06:0c]
RSSI: -88 [da:0a:81:be:06:3c]
RSSI: -78 [da:0a:81:be:06:3c]
RSSI: -92 [da:51:b6:0b:06:7a]
RSSI: -89 [da:51:b6:17:06:aa]
RSSI: -81 [da:0a:81:d9:06:8c]
RSSI: -94 [da:4f:d2:28:12:cb]
RSSI: -92 [da:51:b6:41:07:1a]
RSSI: -91 [da:51:b6:41:07:1a]
RSSI: -83 [da:0a:82:02:07:0c]
RSSI: -79 [da:0a:82:02:07:0c]
RSSI: -80 [da:0a:82:10:07:2c]
RSSI: -81 [da:0a:82:1d:07:5c]
RSSI: -82 [da:0a:82:1d:07:5c]
RSSI: -80 [da:0a:82:2b:07:8c]
RSSI: -77 [da:0a:82:39:07:ac]
RSSI: -93 [da:51:b6:95:08:0a]
RSSI: -77 [da:0a:82:46:07:dc]
RSSI: -94 [da:51:b6:95:08:0a]
RSSI: -77 [da:0a:82:54:08:0c]
RSSI: -76 [da:0a:82:54:08:0c]
RSSI: -78 [da:0a:82:62:08:2c]
RSSI: -78 [da:0a:82:62:08:2c]
RSSI: -76 [da:0a:82:6f:08:5c]
RSSI: -81 [da:0a:82:6f:08:5c]
RSSI: -79 [da:0a:82:7d:08:8c]
RSSI: -78 [da:0a:82:7d:08:8c]
RSSI: -79 [da:0a:82:8b:08:ac]
RSSI: -83 [da:0a:82:98:08:dc]
RSSI: -78 [da:0a:82:a6:09:0c]
RSSI: -78 [da:0a:82:b5:09:2c]
RSSI: -80 [da:0a:82:b5:09:2c]
RSSI: -81 [da:0a:82:c1:09:5c]
RSSI: -81 [da:0a:82:c1:09:5c]
RSSI: -83 [da:0a:82:d0:09:8c]
RSSI: -86 [da:0a:82:de:09:ac]
RSSI: -88 [da:0a:82:de:09:ac]
RSSI: -86 [da:0a:82:ea:09:dc]
RSSI: -81 [da:0a:82:f9:0a:0c]
RSSI: -88 [da:0a:83:14:0a:5c]
RSSI: -96 [da:4f:d3:4d:16:2b]
RSSI: -83 [da:0a:83:14:0a:5c]
RSSI: -78 [da:0a:83:22:0a:8c]
RSSI: -82 [da:0a:83:30:0a:bc]
RSSI: -78 [da:0a:83:30:0a:bc]
RSSI: -80 [da:0a:83:3d:0a:dc]
RSSI: -94 [da:4f:d3:8a:00:5b]
RSSI: -79 [da:0a:83:59:0b:3c]
RSSI: -77 [da:0a:83:66:0b:5c]
RSSI: -80 [da:0a:83:74:0b:8c]
RSSI: -76 [da:0a:83:74:0b:8c]
RSSI: -80 [da:0a:83:83:0b:bc]
RSSI: -79 [da:0a:83:83:0b:bc]
RSSI: -79 [da:0a:83:8f:0b:dc]
RSSI: -80 [da:0a:83:9e:0c:0c]
RSSI: -75 [da:0a:83:9e:0c:0c]
RSSI: -92 [da:4f:d3:e2:01:6b]
RSSI: -82 [da:0a:83:ac:0c:3c]
RSSI: -92 [da:4f:d3:e2:01:6b]
RSSI: -78 [da:0a:83:b8:0c:5c]
RSSI: -89 [da:4f:d3:ff:01:bb]
RSSI: -78 [da:0a:83:c7:0c:8c]
RSSI: -75 [da:0a:83:e2:0c:dc]
RSSI: -84 [da:4f:d4:1e:02:1b]
RSSI: -87 [da:4f:d4:1e:02:1b]
RSSI: -81 [da:0a:83:f0:0d:0c]
RSSI: -83 [da:4f:d4:2b:02:3b]
RSSI: -80 [da:0a:83:fe:0d:3c]
RSSI: -82 [da:4f:d4:3b:02:6b]
RSSI: -89 [da:0a:84:0b:0d:5c]
RSSI: -86 [da:4f:d4:4b:02:9b]
RSSI: -85 [da:4f:d4:4b:02:9b]
RSSI: -77 [da:0a:84:19:0d:8c]
RSSI: -78 [da:0a:84:28:0d:bc]
RSSI: -82 [da:4f:d4:67:02:eb]
RSSI: -88 [da:4f:d4:67:02:eb]
RSSI: -82 [da:0a:84:34:0d:dc]
RSSI: -77 [da:0a:84:34:0d:dc]
RSSI: -81 [da:4f:d4:77:03:1b]
RSSI: -76 [da:0a:84:43:0e:0c]
RSSI: -79 [da:0a:84:43:0e:0c]
RSSI: -74 [da:0a:84:51:0e:3c]
RSSI: -74 [da:0a:84:51:0e:3c]
RSSI: -74 [da:0a:84:5e:0e:5c]
RSSI: -82 [da:4f:d4:a3:03:ab]
RSSI: -76 [da:0a:84:6c:0e:8c]
RSSI: -76 [da:0a:84:6c:0e:8c]
RSSI: -73 [da:0a:84:6c:0e:8c]
RSSI: -83 [da:4f:d4:b0:03:cb]
RSSI: -73 [da:0a:84:7a:0e:bc]
RSSI: -74 [da:0a:84:87:0e:dc]
RSSI: -76 [da:0a:84:95:0f:0c]
RSSI: -74 [da:0a:84:95:0f:0c]
RSSI: -74 [da:0a:84:95:0f:0c]
RSSI: -76 [da:0a:84:a4:0f:3c]
RSSI: -76 [da:0a:84:a4:0f:3c]
RSSI: -74 [da:0a:84:b0:0f:5c]
RSSI: -75 [da:0a:84:b0:0f:5c]
RSSI: -76 [da:0a:84:b0:0f:5c]
RSSI: -73 [da:0a:84:bf:0f:8c]
RSSI: -74 [da:0a:84:cd:0f:bc]
RSSI: -73 [da:0a:84:da:0f:ec]
RSSI: -73 [da:0a:84:e8:10:0c]
RSSI: -73 [da:0a:84:e8:10:0c]
RSSI: -75 [da:0a:84:f7:10:3c]
RSSI: -76 [da:0a:84:f7:10:3c]
RSSI: -77 [da:0a:85:03:10:6c]
RSSI: -77 [da:0a:85:12:10:8c]
RSSI: -76 [da:0a:85:20:10:bc]
RSSI: -76 [da:0a:85:20:10:bc]
RSSI: -76 [da:0a:85:2d:10:ec]
RSSI: -76 [da:0a:85:2d:10:ec]
RSSI: -77 [da:0a:85:3b:11:0c]
RSSI: -78 [da:0a:85:3b:11:0c]
RSSI: -79 [da:0a:85:49:11:3c]
RSSI: -80 [da:0a:85:49:11:3c]
RSSI: -83 [da:0a:85:56:11:5c]
RSSI: -93 [da:4f:d5:8f:06:6b]
RSSI: -86 [da:0a:85:65:11:8c]
RSSI: -92 [da:4f:d5:ae:06:cb]
RSSI: -84 [da:0a:85:7f:11:dc]
RSSI: -86 [da:0a:85:8e:12:0c]
RSSI: -85 [da:0a:85:9c:12:2c]
RSSI: -83 [da:0a:85:9c:12:2c]
RSSI: -87 [da:0a:85:a9:12:5c]
RSSI: -83 [da:0a:85:a9:12:5c]
RSSI: -80 [da:0a:85:b7:12:8c]
RSSI: -83 [da:0a:85:b7:12:8c]
RSSI: -80 [da:0a:85:c6:12:ac]
RSSI: -82 [da:0a:85:d2:12:dc]
RSSI: -79 [da:0a:85:e1:13:0c]
RSSI: -97 [da:4f:d6:14:07:fb]
RSSI: -76 [da:0a:85:ef:13:2c]
RSSI: -76 [da:0a:85:ef:13:2c]
RSSI: -82 [da:0a:85:fc:13:5c]
RSSI: -76 [da:0a:85:fc:13:5c]
RSSI: -83 [da:0a:86:0a:13:8c]
