-70 [da:2f:8d:53:0d:ea]
RSSI: -85 [da:33:e0:d2:10:aa]
RSSI: -76 [da:39:83:f7:0f:dc]
RSSI: -74 [da:39:83:f7:0f:dc]
RSSI: -75 [da:39:84:06:10:0c]
RSSI: -76 [da:39:84:06:10:0c]
RSSI: -76 [da:39:84:06:10:0c]
RSSI: -87 [da:33:e0:f9:11:1a]
RSSI: -78 [da:39:84:22:10:5c]
RSSI: -82 [da:39:84:22:10:5c]
RSSI: -83 [da:39:84:32:10:8c]
RSSI: -83 [da:39:84:32:10:8c]
RSSI: -77 [da:39:84:3e:10:bc]
RSSI: -76 [da:39:84:3e:10:bc]
RSSI: -73 [da:39:84:4e:10:ec]
RSSI: -71 [da:39:84:4e:10:ec]
RSSI: -70 [da:39:84:5e:11:1c]
RSSI: -67 [da:39:84:6a:11:4c]
RSSI: -67 [da:39:84:6a:11:4c]
RSSI: -65 [da:39:84:7a:11:7c]
RSSI: -90 [da:33:e1:5f:12:3a]
RSSI: -64 [da:39:84:89:11:ac]
RSSI: -62 [da:39:84:96:11:dc]
RSSI: -64 [da:39:84:96:11:dc]
RSSI: -62 [da:39:84:a5:12:0c]
RSSI: -63 [da:39:84:b5:12:3c]
RSSI: -62 [da:39:84:b5:12:3c]
RSSI: -63 [da:39:84:c2:12:5c]
RSSI: -62 [da:39:84:c2:12:5c]
RSSI: -63 [da:39:84:d1:12:8c]
RSSI: -62 [da:39:84:e1:12:bc]
RSSI: -61 [da:39:84:e1:12:bc]
RSSI: -62 [da:39:84:ed:12:ec]
RSSI: -64 [da:39:84:fd:13:1c]
RSSI: -62 [da:39:84:fd:13:1c]
RSSI: -62 [da:39:84:fd:13:1c]
RSSI: -64 [da:39:85:0d:13:4c]
RSSI: -65 [da:39:85:0d:13:4c]
RSSI: -66 [da:39:85:19:13:7c]
RSSI: -66 [da:39:85:29:13:ac]
RSSI: -67 [da:39:85:29:13:ac]
RSSI: -69 [da:39:85:29:13:ac]
RSSI: -71 [da:39:85:38:13:dc]
RSSI: -70 [da:39:85:38:13:dc]
RSSI: -76 [da:39:85:45:13:fc]
RSSI: -90 [da:31:fe:2c:0a:7b]
RSSI: -79 [da:39:85:64:14:5c]
RSSI: -80 [da:39:85:71:14:8c]
RSSI: -72 [da:39:85:71:14:8c]
RSSI: -74 [da:39:85:81:14:bc]
RSSI: -74 [da:39:85:81:14:bc]
RSSI: -70 [da:39:85:81:14:bc]
RSSI: -69 [da:39:85:90:14:ec]
RSSI: -71 [da:39:85:9d:15:0c]
RSSI: -71 [da:39:85:9d:15:0c]
RSSI: -73 [da:39:85:ac:15:4c]
RSSI: -74 [da:39:85:ac:15:4c]
RSSI: -91 [da:33:e2:95:15:aa]
RSSI: -75 [da:39:85:bc:15:7c]
RSSI: -89 [da:31:fe:a0:0b:db]
RSSI: -76 [da:39:85:c8:15:9c]
RSSI: -81 [da:39:85:c8:15:9c]
RSSI: -79 [da:39:85:d8:15:cc]
RSSI: -73 [da:39:85:d8:15:cc]
RSSI: -73 [da:39:85:d8:15:cc]
RSSI: -80 [da:39:85:e8:15:fc]
RSSI: -76 [da:39:85:e8:15:fc]
RSSI: -77 [da:39:85:f4:16:2c]
RSSI: -76 [da:39:85:f4:16:2c]
RSSI: -76 [da:39:86:04:16:5c]
RSSI: -77 [da:39:86:04:16:5c]
RSSI: -78 [da:39:86:14:00:0c]
RSSI: -78 [da:39:86:14:00:0c]
RSSI: -77 [da:39:86:20:00:2c]
RSSI: -90 [da:33:e2:fd:00:9a]
RSSI: -77 [da:39:86:30:00:3c]
RSSI: -77 [da:39:86:30:00:3c]
RSSI: -77 [da:39:86:30:00:3c]
RSSI: -77 [da:39:86:3f:00:6c]
RSSI: -76 [da:39:86:3f:00:6c]
RSSI: -78 [da:39:86:4c:00:8c]
RSSI: -89 [da:33:e3:30:01:2a]
RSSI: -76 [da:39:86:5c:00:bc]
RSSI: -76 [da:39:86:5c:00:bc]
RSSI: -87 [da:33:e3:3d:01:4a]
RSSI: -78 [da:39:86:6b:00:ec]
RSSI: -86 [da:33:e3:4a:01:7a]
RSSI: -75 [da:39:86:6b:00:ec]
RSSI: -86 [da:33:e3:4a:01:7a]
RSSI: -77 [da:39:86:78:01:1c]
RSSI: -86 [da:33:e3:57:01:9a]
RSSI: -85 [da:33:e3:64:01:ba]
RSSI: -74 [da:39:86:88:01:4c]
RSSI: -75 [da:39:86:88:01:4c]
RSSI: -86 [da:33:e3:71:01:ea]
RSSI: -85 [da:33:e3:71:01:ea]
RSSI: -76 [da:39:86:97:01:7c]
RSSI: -87 [da:33:e3:7e:02:0a]
RSSI: -80 [da:39:86:a4:01:9c]
RSSI: -87 [da:33:e3:7e:02:0a]
RSSI: -78 [da:39:86:a4:01:9c]
RSSI: -88 [da:33:e3:8b:02:2a]
RSSI: -82 [da:39:86:b4:01:dc]
RSSI: -87 [da:33:e3:98:02:4a]
RSSI: -82 [da:39:86:b4:01:dc]
RSSI: -87 [da:33:e3:98:02:4a]
RSSI: -75 [da:39:86:c3:02:0c]
RSSI: -83 [da:33:e3:a5:02:7a]
RSSI: -85 [da:33:e3:a5:02:7a]
RSSI: -78 [da:39:86:d0:02:2c]
RSSI: -85 [da:33:e3:b2:02:9a]
RSSI: -76 [da:39:86:d0:02:2c]
RSSI: -82 [da:33:e3:b2:02:9a]
RSSI: -84 [da:33:e3:bf:02:ba]
RSSI: -80 [da:39:86:df:02:5c]
RSSI: -79 [da:39:86:df:02:5c]
RSSI: -85 [da:33:e3:bf:02:ba]
RSSI: -79 [da:39:86:df:02:5c]
RSSI: -83 [da:33:e3:cb:02:da]
RSSI: -82 [da:39:86:ef:02:8c]
RSSI: -85 [da:33:e3:d9:03:0a]
RSSI: -81 [da:39:86:fc:02:bc]
RSSI: -86 [da:33:e3:d9:03:0a]
RSSI: -86 [da:33:e3:e6:03:2a]
RSSI: -86 [da:39:87:0b:02:ec]
RSSI: -80 [da:39:87:0b:02:ec]
RSSI: -79 [da:39:87:0b:02:ec]
RSSI: -86 [da:39:87:1b:03:1c]
RSSI: -80 [da:39:87:1b:03:1c]
RSSI: -84 [da:33:e4:00:03:6a]
RSSI: -81 [da:39:87:28:03:4c]
RSSI: -87 [da:33:e4:0d:03:9a]
RSSI: -78 [da:39:87:28:03:4c]
RSSI: -86 [da:33:e4:0d:03:9a]
RSSI: -79 [da:39:87:37:03:7c]
RSSI: -81 [da:39:87:37:03:7c]
RSSI: -82 [da:39:87:37:03:7c]
RSSI: -79 [da:39:87:47:03:ac]
RSSI: -82 [da:33:e4:26:03:da]
RSSI: -81 [da:39:87:47:03:ac]
RSSI: -83 [da:33:e4:34:04:0a]
RSSI: -84 [da:39:87:54:03:cc]
RSSI: -82 [da:33:e4:34:04:0a]
RSSI: -81 [da:33:e4:40:04:2a]
RSSI: -83 [da:39:87:63:03:fc]
RSSI: -83 [da:39:87:63:03:fc]
RSSI: -80 [da:33:e4:4d:04:4a]
RSSI: -79 [da:39:87:73:04:2c]
RSSI: -81 [da:33:e4:5a:04:6a]
RSSI: -81 [da:33:e4:5a:04:6a]
RSSI: -78 [da:39:87:80:04:5c]
RSSI: -81 [da:33:e4:67:04:9a]
RSSI: -82 [da:39:87:8f:04:8c]
RSSI: -80 [da:33:e4:74:04:ba]
RSSI: -85 [da:39:87:9f:04:bc]
RSSI: -83 [da:33:e4:81:04:da]
RSSI: -81 [da:39:87:9f:04:bc]
RSSI: -83 [da:33:e4:8e:04:fa]
RSSI: -86 [da:39:87:ac:04:dc]
RSSI: -83 [da:33:e4:8e:04:fa]
RSSI: -82 [da:33:e4:8e:04:fa]
RSSI: -81 [da:33:e4:9b:05:2a]
RSSI: -84 [da:39:87:bb:05:0c]
RSSI: -80 [da:33:e4:a8:05:4a]
RSSI: -78 [da:33:e4:b5:05:6a]
RSSI: -77 [da:33:e4:b5:05:6a]
RSSI: -76 [da:33:e4:c2:05:9a]
RSSI: -76 [da:33:e4:c2:05:9a]
RSSI: -76 [da:33:e4:c2:05:9a]
RSSI: -75 [da:33:e4:cf:05:ba]
RSSI: -74 [da:33:e4:dc:05:da]
RSSI: -74 [da:33:e4:dc:05:da]
RSSI: -72 [da:33:e4:e9:05:fa]
RSSI: -73 [da:33:e4:e9:05:fa]
RSSI: -86 [da:39:88:13:06:2c]
RSSI: -73 [da:33:e4:f6:06:2a]
RSSI: -72 [da:33:e5:03:06:4a]
RSSI: -72 [da:33:e5:03:06:4a]
RSSI: -70 [da:33:e5:10:06:6a]
RSSI: -83 [da:39:88:30:06:8c]
RSSI: -72 [da:33:e5:10:06:6a]
RSSI: -72 [da:33:e5:1d:06:9a]
RSSI: -70 [da:33:e5:1d:06:9a]
RSSI: -72 [da:33:e5:2a:06:ba]
RSSI: -73 [da:33:e5:2a:06:ba]
RSSI: -70 [da:33:e5:37:06:da]
RSSI: -73 [da:33:e5:37:06:da]
RSSI: -72 [da:33:e5:44:07:0a]
RSSI: -77 [da:39:88:5c:07:0c]
RSSI: -70 [da:33:e5:44:07:0a]
RSSI: -72 [da:33:e5:51:07:2a]
RSSI: -73 [da:33:e5:51:07:2a]
RSSI: -78 [da:39:88:7b:07:6c]
RSSI: -80 [da:39:88:7b:07:6c]
RSSI: -80 [da:39:88:7b:07:6c]
RSSI: -72 [da:33:e5:5e:07:4a]
RSSI: -72 [da:33:e5:5e:07:4a]
RSSI: -72 [da:33:e5:6c:07:7a]
RSSI: -71 [da:33:e5:6c:07:7a]
RSSI: -73 [da:33:e5:78:07:9a]
RSSI: -71 [da:33:e5:78:07:9a]
RSSI: -74 [da:33:e5:85:07:ba]
RSSI: -84 [da:39:88:a7:07:fc]
RSSI: -74 [da:33:e5:93:07:da]
RSSI: -75 [da:33:e5:9f:08:0a]
RSSI: -75 [da:39:88:c4:08:5c]
RSSI: -76 [da:33:e5:ad:08:2a]
RSSI: -78 [da:39:88:d3:08:8c]
RSSI: -76 [da:33:e5:ba:08:5a]
RSSI: -77 [da:33:e5:ba:08:5a]
RSSI: -87 [da:39:88:e0:08:ac]
RSSI: -73 [da:39:88:f0:08:dc]
RSSI: -81 [da:33:e5:d4:08:9a]
RSSI: -78 [da:39:88:ff:09:1c]
RSSI: -72 [da:39:88:ff:09:1c]
RSSI: -81 [da:33:e5:e1:08:ca]
RSSI: -92 [da:36:ee:eb:0a:ee]
RSSI: -85 [da:39:89:0c:09:3c]
RSSI: -77 [da:39:89:0c:09:3c]
RSSI: -86 [da:33:e5:ed:08:ea]
RSSI: -76 [da:39:89:0c:09:3c]
RSSI: -85 [da:33:e5:fb:09:0a]
RSSI: -90 [da:36:ee:fa:0b:1e]
RSSI: -79 [da:39:89:1c:09:6c]
RSSI: -85 [da:33:e5:fb:09:0a]
RSSI: -73 [da:39:89:1c:09:6c]
RSSI: -71 [da:39:89:2c:09:9c]
RSSI: -81 [da:33:e6:08:09:3a]
RSSI: -76 [da:39:89:2c:09:9c]
RSSI: -82 [da:33:e6:15:09:5a]
RSSI: -69 [da:39:89:38:09:cc]
RSSI: -69 [da:39:89:38:09:cc]
RSSI: -83 [da:33:e6:22:09:7a]
RSSI: -83 [da:33:e6:22:09:7a]
RSSI: -69 [da:39:89:48:09:fc]
RSSI: -81 [da:33:e6:2f:09:aa]
RSSI: -72 [da:39:89:58:0a:2c]
RSSI: -69 [da:39:89:58:0a:2c]
RSSI: -85 [da:33:e6:3c:09:ca]
RSSI: -86 [da:33:e6:49:09:ea]
RSSI: -88 [da:33:e6:49:09:ea]
RSSI: -87 [da:33:e6:56:0a:1a]
RSSI: -70 [da:39:89:74:0a:8c]
RSSI: -89 [da:36:ef:59:0c:2e]
RSSI: -92 [da:33:e6:63:0a:3a]
RSSI: -71 [da:39:89:84:0a:bc]
RSSI: -91 [da:33:e6:63:0a:3a]
RSSI: -88 [da:33:e6:63:0a:3a]
RSSI: -73 [da:39:89:90:0a:dc]
RSSI: -70 [da:39:89:90:0a:dc]
RSSI: -73 [da:39:89:a0:0b:1c]
RSSI: -89 [da:33:e6:7d:0a:8a]
RSSI: -73 [da:39:89:a0:0b:1c]
RSSI: -89 [da:33:e6:8a:0a:aa]
RSSI: -69 [da:39:89:b0:0b:4c]
RSSI: -87 [da:33:e6:97:0a:da]
RSSI: -72 [da:39:89:bd:0b:6c]
RSSI: -69 [da:39:89:bd:0b:6c]
RSSI: -88 [da:33:e6:a5:0a:fa]
RSSI: -76 [da:39:89:cc:0b:9c]
RSSI: -74 [da:39:89:dc:0b:dc]
RSSI: -73 [da:39:89:e9:0b:fc]
RSSI: -73 [da:39:89:e9:0b:fc]
RSSI: -73 [da:39:89:f9:0c:2c]
RSSI: -75 [da:39:8a:08:0c:5c]
RSSI: -82 [da:32:02:e1:02:0b]
RSSI: -73 [da:39:8a:08:0c:5c]
RSSI: -77 [da:39:8a:15:0c:8c]
RSSI: -82 [da:32:02:ed:02:3b]
RSSI: -77 [da:39:8a:15:0c:8c]
RSSI: -82 [da:32:02:ed:02:3b]
RSSI: -81 [da:39:8a:25:0c:bc]
RSSI: -80 [da:32:03:0d:02:9b]
RSSI: -86 [da:39:8a:41:0d:1c]
RSSI: -89 [da:39:8a:51:0d:4c]
RSSI: -81 [da:39:8a:51:0d:4c]
RSSI: -84 [da:39:8a:61:0d:7c]
RSSI: -82 [da:39:8a:6e:0d:ac]
RSSI: -81 [da:39:8a:6e:0d:ac]
RSSI: -83 [da:32:03:46:03:3b]
RSSI: -81 [da:39:8a:7e:0d:dc]
RSSI: -78 [da:39:8a:7e:0d:dc]
RSSI: -80 [da:39:8a:8d:0e:0c]
RSSI: -77 [da:39:8a:8d:0e:0c]
RSSI: -88 [da:33:e7:75:0d:5a]
RSSI: -87 [da:33:e7:75:0d:5a]
RSSI: -75 [da:39:8a:9a:0e:3c]
RSSI: -76 [da:39:8a:aa:0e:6c]
RSSI: -76 [da:39:8a:ba:0e:9c]
RSSI: -75 [da:39:8a:ba:0e:9c]
RSSI: -76 [da:39:8a:c6:0e:bc]
RSSI: -75 [da:39:8a:d6:0e:fc]
RSSI: -75 [da:39:8a:d6:0e:fc]
RSSI: -75 [da:39:8a:d6:0e:fc]
RSSI: -76 [da:39:8a:d6:0e:fc]
RSSI: -77 [da:39:8a:e6:0f:2c]
RSSI: -77 [da:39:8a:e6:0f:2c]
RSSI: -76 [da:39:8a:f3:0f:4c]
RSSI: -84 [da:33:e7:d1:0e:5a]
RSSI: -74 [da:39:8b:03:0f:8c]
RSSI: -72 [da:39:8b:12:0f:bc]
RSSI: -83 [da:33:e7:eb:0e:aa]
RSSI: -72 [da:39:8b:12:0f:bc]
RSSI: -72 [da:39:8b:1f:0f:dc]
RSSI: -73 [da:39:8b:2f:10:0c]
RSSI: -74 [da:39:8b:2f:10:0c]
RSSI: -74 [da:39:8b:3f:10:4c]
RSSI: -74 [da:39:8b:3f:10:4c]
RSSI: -80 [da:39:8b:4b:10:6c]
RSSI: -79 [da:39:8b:5b:10:9c]
RSSI: -85 [da:33:e8:3a:0f:8a]
RSSI: -77 [da:39:8b:5b:10:9c]
RSSI: -86 [da:33:e8:47:0f:aa]
RSSI: -73 [da:39:8b:6b:10:cc]
RSSI: -87 [da:33:e8:55:0f:da]
RSSI: -70 [da:39:8b:78:10:fc]
RSSI: -71 [da:39:8b:78:10:fc]
RSSI: -85 [da:33:e8:61:0f:fa]
RSSI: -85 [da:33:e8:61:0f:fa]
RSSI: -66 [da:39:8b:88:11:2c]
RSSI: -88 [da:33:e8:6f:10:1a]
RSSI: -65 [da:39:8b:97:11:5c]
RSSI: -63 [da:39:8b:97:11:5c]
RSSI: -63 [da:39:8b:a4:11:8c]
RSSI: -87 [da:33:e8:89:10:6a]
RSSI: -60 [da:39:8b:b4:11:bc]
RSSI: -86 [da:33:e8:9b:10:9a]
RSSI: -59 [da:39:8b:c4:11:ec]
RSSI: -60 [da:39:8b:d0:12:0c]
RSSI: -59 [da:39:8b:d0:12:0c]
RSSI: -59 [da:39:8b:e0:12:3c]
RSSI: -59 [da:39:8b:e0:12:3c]
RSSI: -58 [da:39:8b:e0:12:3c]
RSSI: -57 [da:39:8b:f0:12:6c]
RSSI: -58 [da:39:8b:fd:12:9c]
RSSI: -58 [da:39:8b:fd:12:9c]
RSSI: -58 [da:39:8c:0d:12:cc]
RSSI: -60 [da:39:8c:1d:12:fc]
RSSI: -60 [da:39:8c:29:13:1c]
RSSI: -61 [da:39:8c:29:13:1c]
RSSI: -62 [da:39:8c:39:13:5c]
RSSI: -62 [da:39:8c:49:13:8c]
RSSI: -62 [da:39:8c:49:13:8c]
RSSI: -88 [da:33:e9:2f:12:3a]
RSSI: -66 [da:39:8c:56:13:ac]
RSSI: -67 [da:39:8c:56:13:ac]
RSSI: -72 [da:39:8c:66:13:dc]
RSSI: -84 [da:39:8c:75:14:1c]
RSSI: -85 [da:39:8c:82:14:3c]
RSSI: -74 [da:39:8c:82:14:3c]
RSSI: -75 [da:39:8c:92:14:6c]
RSSI: -72 [da:39:8c:92:14:6c]
RSSI: -71 [da:39:8c:a2:14:9c]
RSSI: -68 [da:39:8c:af:14:cc]
RSSI: -70 [da:39:8c:af:14:cc]
RSSI: -69 [da:39:8c:bf:14:fc]
RSSI: -70 [da:39:8c:bf:14:fc]
RSSI: -89 [da:33:e9:a5:13:8a]
RSSI: -71 [da:39:8c:ce:15:2c]
RSSI: -72 [da:39:8c:ce:15:2c]
RSSI: -74 [da:39:8c:db:15:5c]
RSSI: -75 [da:39:8c:db:15:5c]
RSSI: -77 [da:39:8c:eb:15:8c]
RSSI: -76 [da:39:8c:fb:15:bc]
RSSI: -73 [da:39:8c:fb:15:bc]
RSSI: -74 [da:39:8d:07:15:dc]
RSSI: -75 [da:39:8d:17:16:1c]
RSSI: -88 [da:33:ea:02:14:9a]
RSSI: -74 [da:39:8d:27:16:4c]
RSSI: -75 [da:39:8d:34:16:6c]
RSSI: -75 [da:39:8d:34:16:6c]
RSSI: -74 [da:39:8d:44:00:3c]
RSSI: -75 [da:39:8d:44:00:3c]
RSSI: -75 [da:39:8d:54:00:6c]
RSSI: -73 [da:39:8d:54:00:6c]
RSSI: -73 [da:39:8d:61:00:8c]
RSSI: -72 [da:39:8d:61:00:8c]
RSSI: -73 [da:39:8d:71:00:bc]
RSSI: -72 [da:39:8d:71:00:bc]
RSSI: -73 [da:39:8d:71:00:bc]
RSSI: -72 [da:39:8d:80:00:fc]
RSSI: -73 [da:39:8d:80:00:fc]
RSSI: -91 [da:33:ea:6b:15:ba]
RSSI: -72 [da:39:8d:8d:01:1c]
RSSI: -74 [da:39:8d:9d:01:4c]
RSSI: -72 [da:39:8d:9d:01:4c]
RSSI: -70 [da:39:8d:ad:01:8c]
RSSI: -74 [da:39:8d:ad:01:8c]
RSSI: -71 [da:39:8d:ba:01:ac]
RSSI: -74 [da:39:8d:ca:01:dc]
RSSI: -73 [da:39:8d:ca:01:dc]
RSSI: -78 [da:39:8d:da:02:0c]
RSSI: -76 [da:39:8d:da:02:0c]
RSSI: -76 [da:39:8d:da:02:0c]
RSSI: -81 [da:39:8d:e6:02:3c]
RSSI: -81 [da:39:8d:e6:02:3c]
RSSI: -74 [da:39:8d:f6:02:6c]
RSSI: -79 [da:39:8d:f6:02:6c]
RSSI: -76 [da:39:8e:06:02:9c]
RSSI: -75 [da:39:8e:06:02:9c]
RSSI: -77 [da:39:8e:13:02:cc]
RSSI: -81 [da:39:8e:23:02:fc]
RSSI: -82 [da:39:8e:23:02:fc]
RSSI: -82 [da:39:8e:23:02:fc]
RSSI: -81 [da:39:8e:33:03:2c]
RSSI: -87 [da:33:eb:17:01:4a]
RSSI: -86 [da:33:eb:17:01:4a]
RSSI: -77 [da:39:8e:3f:03:4c]
RSSI: -77 [da:39:8e:4f:03:7c]
RSSI: -87 [da:33:eb:31:01:9a]
RSSI: -76 [da:39:8e:4f:03:7c]
RSSI: -79 [da:39:8e:5f:03:ac]
RSSI: -77 [da:39:8e:5f:03:ac]
RSSI: -87 [da:33:eb:4c:01:ea]
RSSI: -81 [da:39:8e:6c:03:dc]
RSSI: -87 [da:33:eb:4c:01:ea]
RSSI: -90 [da:33:eb:59:02:0a]
RSSI: -82 [da:39:8e:7c:04:0c]
RSSI: -87 [da:39:8e:7c:04:0c]
RSSI: -84 [da:39:8e:8c:04:3c]
RSSI: -89 [da:33:eb:66:02:2a]
RSSI: -79 [da:39:8e:8c:04:3c]
RSSI: -80 [da:39:8e:99:04:6c]
RSSI: -79 [da:39:8e:99:04:6c]
RSSI: -88 [da:33:eb:80:02:7a]
RSSI: -82 [da:39:8e:a9:04:9c]
RSSI: -78 [da:39:8e:a9:04:9c]
RSSI: -80 [da:39:8e:b9:04:cc]
RSSI: -89 [da:33:eb:9b:02:ba]
RSSI: -81 [da:39:8e:b9:04:cc]
RSSI: -89 [da:33:eb:a8:02:ea]
RSSI: -87 [da:39:8e:c5:04:ec]
RSSI: -90 [da:33:eb:a8:02:ea]
RSSI: -82 [da:39:8e:d5:05:2c]
RSSI: -88 [da:33:eb:b6:03:0a]
RSSI: -83 [da:39:8e:e5:05:5c]
RSSI: -88 [da:33:eb:d0:03:5a]
RSSI: -86 [da:33:eb:dd:03:7a]
RSSI: -85 [da:33:eb:eb:03:9a]
RSSI: -86 [da:33:eb:eb:03:9a]
RSSI: -84 [da:33:eb:f8:03:ca]
RSSI: -85 [da:33:eb:f8:03:ca]
RSSI: -84 [da:33:ec:05:03:ea]
RSSI: -83 [da:33:ec:05:03:ea]
RSSI: -83 [da:33:ec:13:04:1a]
RSSI: -83 [da:39:8f:2f:06:3c]
RSSI: -82 [da:39:8f:3f:06:6c]
RSSI: -82 [da:39:8f:3f:06:6c]
RSSI: -85 [da:33:ec:1f:04:3a]
RSSI: -80 [da:39:8f:4b:06:9c]
RSSI: -85 [da:33:ec:3a:04:8a]
RSSI: -76 [da:39:8f:5c:06:cc]
RSSI: -87 [da:33:ec:3a:04:8a]
RSSI: -78 [da:39:8f:5c:06:cc]
RSSI: -76 [da:39:8f:6c:06:fc]
RSSI: -73 [da:39:8f:6c:06:fc]
RSSI: -87 [da:33:ec:55:04:ca]
RSSI: -75 [da:39:8f:78:07:2c]
RSSI: -86 [da:33:ec:62:04:fa]
RSSI: -76 [da:39:8f:88:07:5c]
RSSI: -75 [da:39:8f:88:07:5c]
RSSI: -72 [da:39:8f:98:07:8c]
RSSI: -83 [da:33:ec:6f:05:1a]
RSSI: -72 [da:39:8f:98:07:8c]
RSSI: -82 [da:33:ec:7d:05:4a]
RSSI: -81 [da:33:ec:7d:05:4a]
RSSI: -75 [da:39:8f:a5:07:ac]
RSSI: -81 [da:33:ec:8a:05:6a]
RSSI: -72 [da:39:8f:a5:07:ac]
RSSI: -81 [da:33:ec:8a:05:6a]
RSSI: -80 [da:33:ec:97:05:8a]
RSSI: -76 [da:39:8f:b5:07:ec]
RSSI: -80 [da:33:ec:97:05:8a]
RSSI: -74 [da:39:8f:b5:07:ec]
RSSI: -80 [da:33:ec:97:05:8a]
RSSI: -72 [da:39:8f:c5:08:1c]
RSSI: -78 [da:33:ec:a4:05:ba]
RSSI: -79 [da:39:8f:c5:08:1c]
RSSI: -78 [da:33:ec:a4:05:ba]
RSSI: -78 [da:33:ec:b2:05:da]
RSSI: -72 [da:39:8f:d2:08:3c]
RSSI: -78 [da:33:ec:b2:05:da]
RSSI: -77 [da:33:ec:bf:05:fa]
RSSI: -75 [da:39:8f:e2:08:7c]
RSSI: -78 [da:33:ec:bf:05:fa]
RSSI: -71 [da:39:8f:e2:08:7c]
RSSI: -76 [da:33:ec:cc:06:2a]
RSSI: -82 [da:39:8f:f2:08:ac]
RSSI: -76 [da:39:8f:f2:08:ac]
RSSI: -77 [da:33:ec:da:06:4a]
RSSI: -76 [da:33:ec:da:06:4a]
RSSI: -76 [da:33:ec:da:06:4a]
RSSI: -82 [da:39:8f:ff:08:cc]
RSSI: -76 [da:33:ec:e6:06:7a]
RSSI: -76 [da:33:ec:e6:06:7a]
RSSI: -76 [da:33:ec:e6:06:7a]
RSSI: -71 [da:39:90:0f:09:0c]
RSSI: -76 [da:33:ec:f4:06:9a]
RSSI: -76 [da:39:90:1f:09:3c]
RSSI: -76 [da:39:90:1f:09:3c]
RSSI: -75 [da:33:ed:02:06:ca]
RSSI: -82 [da:39:90:2b:09:5c]
RSSI: -76 [da:33:ed:0e:06:ea]
RSSI: -75 [da:39:90:2b:09:5c]
RSSI: -76 [da:33:ed:1c:07:0a]
RSSI: -76 [da:39:90:3c:09:9c]
RSSI: -76 [da:33:ed:1c:07:0a]
RSSI: -71 [da:39:90:3c:09:9c]
RSSI: -74 [da:33:ed:2a:07:3a]
RSSI: -71 [da:39:90:4c:09:cc]
RSSI: -76 [da:33:ed:2a:07:3a]
RSSI: -73 [da:39:90:4c:09:cc]
RSSI: -77 [da:33:ed:36:07:5a]
RSSI: -74 [da:33:ed:36:07:5a]
RSSI: -69 [da:39:90:58:09:ec]
RSSI: -77 [da:33:ed:44:07:7a]
RSSI: -77 [da:33:ed:44:07:7a]
RSSI: -77 [da:33:ed:44:07:7a]
RSSI: -68 [da:39:90:68:0a:2c]
RSSI: -78 [da:33:ed:44:07:7a]
RSSI: -67 [da:39:90:68:0a:2c]
RSSI: -76 [da:33:ed:51:07:aa]
RSSI: -78 [da:33:ed:51:07:aa]
RSSI: -69 [da:39:90:78:0a:5c]
RSSI: -68 [da:39:90:78:0a:5c]
RSSI: -77 [da:33:ed:5e:07:ca]
RSSI: -70 [da:39:90:85:0a:7c]
RSSI: -79 [da:33:ed:6c:07:ea]
RSSI: -68 [da:39:90:95:0a:bc]
RSSI: -81 [da:33:ed:79:08:1a]
RSSI: -70 [da:39:90:95:0a:bc]
RSSI: -69 [da:39:90:a5:0a:ec]
RSSI: -70 [da:39:90:a5:0a:ec]
RSSI: -70 [da:39:90:a5:0a:ec]
RSSI: -82 [da:33:ed:86:08:3a]
RSSI: -69 [da:39:90:b2:0b:0c]
RSSI: -86 [da:33:ed:94:08:5a]
RSSI: -69 [da:39:90:b2:0b:0c]
RSSI: -91 [da:32:09:9b:16:3b]
RSSI: -67 [da:39:90:c2:0b:4c]
RSSI: -69 [da:39:90:d2:0b:7c]
RSSI: -86 [da:33:ed:ae:08:aa]
RSSI: -70 [da:39:90:d2:0b:7c]
RSSI: -68 [da:39:90:df:0b:9c]
RSSI: -69 [da:39:90:ef:0b:dc]
RSSI: -82 [da:33:ed:d6:09:1a]
RSSI: -86 [da:32:09:c8:00:3b]
RSSI: -86 [da:36:f6:e2:0b:3e]
RSSI: -75 [da:39:90:ff:0c:0c]
RSSI: -90 [da:32:09:d8:00:6b]
RSSI: -72 [da:39:90:ff:0c:0c]
RSSI: -83 [da:33:ed:e4:09:4a]
RSSI: -73 [da:39:91:0c:0c:2c]
RSSI: -86 [da:33:ed:f1:09:6a]
RSSI: -88 [da:36:f6:fe:0b:8e]
RSSI: -73 [da:39:91:1c:0c:5c]
RSSI: -85 [da:33:ed:fe:09:8a]
RSSI: -86 [da:36:f6:fe:0b:8e]
RSSI: -72 [da:39:91:1c:0c:5c]
RSSI: -73 [da:39:91:2c:0c:9c]
RSSI: -73 [da:39:91:2c:0c:9c]
RSSI: -88 [da:33:ee:0c:09:ba]
RSSI: -76 [da:39:91:39:0c:bc]
RSSI: -87 [da:36:f7:19:0b:de]
RSSI: -76 [da:39:91:39:0c:bc]
RSSI: -76 [da:39:91:49:0c:ec]
RSSI: -87 [da:32:0a:22:01:3b]
RSSI: -76 [da:39:91:49:0c:ec]
RSSI: -87 [da:32:0a:22:01:3b]
RSSI: -82 [da:39:91:49:0c:ec]
RSSI: -85 [da:32:0a:32:01:6b]
RSSI: -79 [da:39:91:59:0d:2c]
RSSI: -85 [da:39:91:59:0d:2c]
